Filename,Subset-type,Speaker-ID,Chapter-ID,Segment-ID,Gender,Ref_trans.,Hyp_trans.,WER
1272-128104-0000.flac,dev-clean,1272,128104,0,M,"MISTER QUILTER IS THE APOSTLE OF THE MIDDLE CLASSES AND WE ARE GLAD TO WELCOME HIS GOSPEL
",MISTER QUILTER IS THE APOSTLE OF THE MIDDLE CLASSES AND WE ARE GLAD TO WELCOME HIS GOSPEL,0
1272-128104-0001.flac,dev-clean,1272,128104,1,M,"NOR IS MISTER QUILTER'S MANNER LESS INTERESTING THAN HIS MATTER
",NOR IS MR. QUILTERS MATTER LESS INTERESTING THAN HIS MATTER,0.3
1272-128104-0002.flac,dev-clean,1272,128104,2,M,"HE TELLS US THAT AT THIS FESTIVE SEASON OF THE YEAR WITH CHRISTMAS AND ROAST BEEF LOOMING BEFORE US SIMILES DRAWN FROM EATING AND ITS RESULTS OCCUR MOST READILY TO THE MIND
",HE TELLS US THAT AT THIS FESTIVE SEASON OF THE YEAR WITH CHRISTMAS AND A ROAST BEEF LOOMING BEFORE US SIMILES DRAWN FROM EATING AND ITS RESULTS OF HER MOST READILY TO THE MINE,0.125
1272-128104-0003.flac,dev-clean,1272,128104,3,M,"HE HAS GRAVE DOUBTS WHETHER SIR FREDERICK LEIGHTON'S WORK IS REALLY GREEK AFTER ALL AND CAN DISCOVER IN IT BUT LITTLE OF ROCKY ITHACA
",HE HAS GRAVE DOUBTS WHETHER SIR FREDERIC LEIGHTON WORK IS RIDDICK GREEK AFTER ALL AND CAN DISCOVER IN IT BUT LITTLE OF ROCKY ITHACA,0.125
1272-128104-0004.flac,dev-clean,1272,128104,4,M,"LINNELL'S PICTURES ARE A SORT OF UP GUARDS AND AT EM PAINTINGS AND MASON'S EXQUISITE IDYLLS ARE AS NATIONAL AS A JINGO POEM MISTER BIRKET FOSTER'S LANDSCAPES SMILE AT ONE MUCH IN THE SAME WAY THAT MISTER CARKER USED TO FLASH HIS TEETH AND MISTER JOHN COLLIER GIVES HIS SITTER A CHEERFUL SLAP ON THE BACK BEFORE HE SAYS LIKE A SHAMPOOER IN A TURKISH BATH NEXT MAN
", MR. BURKE AT FOSTER'S LANDSCAPES SMILE AT 1 MUCH IN THE SAME WAY THAT MR. CROCKER USED TO FLASH HIS TEETH AND MR. JOHN COLLIER GIVES HIS SITTER A CHEERFUL SLAPPING THE BACK BEFORE HE SAYS LIKE A SHAMPOOER AND A TURKISH BATH NEXT MAN,0.441176471
1272-128104-0005.flac,dev-clean,1272,128104,5,M,"IT IS OBVIOUSLY UNNECESSARY FOR US TO POINT OUT HOW LUMINOUS THESE CRITICISMS ARE HOW DELICATE IN EXPRESSION
",IT IS OBVIOUSLY UNNECESSARY FOR US TO POINT OUT HOW LUMINOUS THESE CRITICISMS ARE HOW DELICATE AND EXPRESSION,0.055555556
1272-128104-0006.flac,dev-clean,1272,128104,6,M,"ON THE GENERAL PRINCIPLES OF ART MISTER QUILTER WRITES WITH EQUAL LUCIDITY
",ON THE GENERAL PRINCIPLES OF ART IN MYSTIC REALTOR WRITES WITH EQUAL LUCIDITY,0.25
1272-128104-0007.flac,dev-clean,1272,128104,7,M,"PAINTING HE TELLS US IS OF A DIFFERENT QUALITY TO MATHEMATICS AND FINISH IN ART IS ADDING MORE FACT
",PAINTING HE TELLS US IS OF A DIFFERENT QUALITY TO MATHEMATICS AND FINISH IN ART IS ADDING MORE FACT,0
1272-128104-0008.flac,dev-clean,1272,128104,8,M,"AS FOR ETCHINGS THEY ARE OF TWO KINDS BRITISH AND FOREIGN
",AS FOR ETCHINGS THERE ARE TWO KINDS BRITISH AND FOREIGN,0.181818182
1272-128104-0009.flac,dev-clean,1272,128104,9,M,"HE LAMENTS MOST BITTERLY THE DIVORCE THAT HAS BEEN MADE BETWEEN DECORATIVE ART AND WHAT WE USUALLY CALL PICTURES MAKES THE CUSTOMARY APPEAL TO THE LAST JUDGMENT AND REMINDS US THAT IN THE GREAT DAYS OF ART MICHAEL ANGELO WAS THE FURNISHING UPHOLSTERER
",SHE LAMENTS MOST BITTERLY THE DIVORCE THAT HAS BEEN MADE BETWEEN DECORATIVE ART AND WHAT WE USUALLY CALL PICTURES MAKES A CUSTOMARY APPEAL TO THE LAST JUDGMENT AND REMINDS US THAT IN THE GREAT DAYS OF ART MICHELANGELO WAS THE FURNISHING UPHOLSTERER,0.093023256
1272-128104-0010.flac,dev-clean,1272,128104,10,M,"NEAR THE FIRE AND THE ORNAMENTS FRED BROUGHT HOME FROM INDIA ON THE MANTEL BOARD
",YOU'RE THE FIRE AND THE ORNAMENTS FRED BROUGHT HOME FROM INDIA ON THE MENTAL BOARD,0.133333333
1272-128104-0011.flac,dev-clean,1272,128104,11,M,"IN FACT HE IS QUITE SEVERE ON MISTER RUSKIN FOR NOT RECOGNISING THAT A PICTURE SHOULD DENOTE THE FRAILTY OF MAN AND REMARKS WITH PLEASING COURTESY AND FELICITOUS GRACE THAT MANY PHASES OF FEELING
",IN FACT HE IS QUITE SEVERE ON MR. RUSKIN FOR NOT RECOGNIZING THAT I PICTURE SHOULD DO NOTE THE FRAILTY OF MAN AND REMARKS WITH PLEASING COURTESY INFELICITOUS GRACE THAT MANY FACES ARE FEELING,0.264705882
1272-128104-0012.flac,dev-clean,1272,128104,12,M,"ONLY UNFORTUNATELY HIS OWN WORK NEVER DOES GET GOOD
",ONLY UNFORTUNATELY HIS OWN WORK NEVER DOES GET GOOD,0
1272-128104-0013.flac,dev-clean,1272,128104,13,M,"MISTER QUILTER HAS MISSED HIS CHANCE FOR HE HAS FAILED EVEN TO MAKE HIMSELF THE TUPPER OF PAINTING
",MR. KRUGER HAS MISSED HIS CHANCE FOR HIS FAILED EVEN TO MAKE HIMSELF AT UPPER OF PAINTING,0.333333333
1272-128104-0014.flac,dev-clean,1272,128104,14,M,"BY HARRY QUILTER M A
",MY HAIR EQUILTER MA,1
1272-135031-0000.flac,dev-clean,1272,135031,0,M,"BECAUSE YOU WERE SLEEPING INSTEAD OF CONQUERING THE LOVELY ROSE PRINCESS HAS BECOME A FIDDLE WITHOUT A BOW WHILE POOR SHAGGY SITS THERE A COOING DOVE
",BECAUSE YOU WERE SLEEPING INSTEAD OF CONQUERING THE LOVELY ROSE PRINCESS HAS BECOME A FIDDLE WITHOUT A BOW I'LL PART OF SHAGGY SITS THERE A COOING DOVE,0.115384615
1272-135031-0001.flac,dev-clean,1272,135031,1,M,"HE HAS GONE AND GONE FOR GOOD ANSWERED POLYCHROME WHO HAD MANAGED TO SQUEEZE INTO THE ROOM BESIDE THE DRAGON AND HAD WITNESSED THE OCCURRENCES WITH MUCH INTEREST
",HE HAS GONE AND GONE FOR GOOD ANSWERED POLYCHROME WHO WOULD MANAGE TO SQUEEZE INTO THE ROOM BESIDE THE DRAGON AND HAD TO WITNESS THE OCCURRENCES WITH MUCH INTEREST,0.142857143
1272-135031-0002.flac,dev-clean,1272,135031,2,M,"I HAVE REMAINED A PRISONER ONLY BECAUSE I WISHED TO BE ONE AND WITH THIS HE STEPPED FORWARD AND BURST THE STOUT CHAINS AS EASILY AS IF THEY HAD BEEN THREADS
", AND WHAT SAYS SHE STEP FORWARD AND REVERSE THE STATE CHANGES EASILY AS IF THEY HAD BEEN THREADS,0.64516129
1272-135031-0003.flac,dev-clean,1272,135031,3,M,"THE LITTLE GIRL HAD BEEN ASLEEP BUT SHE HEARD THE RAPS AND OPENED THE DOOR
",A LITTLE GIRL HAVE BEEN ASLEEP BUT SHE HEARD THE RAP SONG OPEN THE DOOR,0.333333333
1272-135031-0004.flac,dev-clean,1272,135031,4,M,"THE KING HAS FLED IN DISGRACE AND YOUR FRIENDS ARE ASKING FOR YOU
",THE KING IS FLOODED DISGRACE AND YOUR FRIENDS ARE ASKING FOR YOU,0.230769231
1272-135031-0005.flac,dev-clean,1272,135031,5,M,"I BEGGED RUGGEDO LONG AGO TO SEND HIM AWAY BUT HE WOULD NOT DO SO
",I BEGGED RUGGEDO LONG AGO TO SEND THEM AWAY BUT HE WOULD NOT DO SO,0.066666667
1272-135031-0006.flac,dev-clean,1272,135031,6,M,"I ALSO OFFERED TO HELP YOUR BROTHER TO ESCAPE BUT HE WOULD NOT GO
",I ALSO OFFERED TO HELP YOUR BROTHER TO ESCAPE BUT IT WOULD NOT GO,0.071428571
1272-135031-0007.flac,dev-clean,1272,135031,7,M,"HE EATS AND SLEEPS VERY STEADILY REPLIED THE NEW KING
",HE EATS AND SLEEPS VERY STEADILY REPLIED THE NEW KING,0
1272-135031-0008.flac,dev-clean,1272,135031,8,M,"I HOPE HE DOESN'T WORK TOO HARD SAID SHAGGY
",I HOPE IT DOESN'T WORK TOO HARD SINCE SHAGGY,0.222222222
1272-135031-0009.flac,dev-clean,1272,135031,9,M,"HE DOESN'T WORK AT ALL
",HE DOESN'T WORK AT ALL,0
1272-135031-0010.flac,dev-clean,1272,135031,10,M,"IN FACT THERE IS NOTHING HE CAN DO IN THESE DOMINIONS AS WELL AS OUR NOMES WHOSE NUMBERS ARE SO GREAT THAT IT WORRIES US TO KEEP THEM ALL BUSY
",IN FACT THERE'S NOTHING HE CAN DO IN THESE DOMINIONS AS WELL AS OUR KNOWS WHOSE NUMBERS ARE SO GREAT THAT IT WORRIES US TO KEEP THEM ALL BUSY,0.1
1272-135031-0011.flac,dev-clean,1272,135031,11,M,"NOT EXACTLY RETURNED KALIKO
",NOT EXACTLY TURN CALICO,0.5
1272-135031-0012.flac,dev-clean,1272,135031,12,M,"WHERE IS MY BROTHER NOW
",WHERE IS MY BROTHER NOW,0
1272-135031-0013.flac,dev-clean,1272,135031,13,M,"INQUIRED SHAGGY IN THE METAL FOREST
",INQUIRED SHAGGY IN THE MIDDLE FOREST,0.166666667
1272-135031-0014.flac,dev-clean,1272,135031,14,M,"WHERE IS THAT
",WHERE IS THAT,0
1272-135031-0015.flac,dev-clean,1272,135031,15,M,"THE METAL FOREST IS IN THE GREAT DOMED CAVERN THE LARGEST IN ALL OUR DOMINIONS REPLIED KALIKO
",THE MIDDLE FOREST IS IN THE GREAT DOME CAVERN THE LARGEST IN ALL OUR DOMINIONS REPLIED CALICO,0.176470588
1272-135031-0016.flac,dev-clean,1272,135031,16,M,"KALIKO HESITATED
",CHEMICAL HESITATED,0.5
1272-135031-0017.flac,dev-clean,1272,135031,17,M,"HOWEVER IF WE LOOK SHARP WE MAY BE ABLE TO DISCOVER ONE OF THESE SECRET WAYS
",HOWEVER IF WE LOOK SHARP WE MAY BE ABLE TO DISCOVER ONE OF THESE SECRET WAYS,0
1272-135031-0018.flac,dev-clean,1272,135031,18,M,"OH NO I'M QUITE SURE HE DIDN'T
",OH NO I'M QUITE SURE HE DIDN'T,0
1272-135031-0019.flac,dev-clean,1272,135031,19,M,"THAT'S FUNNY REMARKED BETSY THOUGHTFULLY
",THAT'S FUNNY REMARK TO BETSY YOU THOUGHTFULLY,0.6
1272-135031-0020.flac,dev-clean,1272,135031,20,M,"I DON'T BELIEVE ANN KNEW ANY MAGIC OR SHE'D HAVE WORKED IT BEFORE
",I DON'T BELIEVE AND KNEW ANY MAGIC OR SHE'D HAVE WORKED BEFORE,0.153846154
1272-135031-0021.flac,dev-clean,1272,135031,21,M,"I DO NOT KNOW CONFESSED SHAGGY
",I DO NOT KNOW CONFESSED SHAGGY,0
1272-135031-0022.flac,dev-clean,1272,135031,22,M,"TRUE AGREED KALIKO
",TRUE AGREED CALICO,0.333333333
1272-135031-0023.flac,dev-clean,1272,135031,23,M,"KALIKO WENT TO THE BIG GONG AND POUNDED ON IT JUST AS RUGGEDO USED TO DO BUT NO ONE ANSWERED THE SUMMONS
",CALICO WENT TO THE BIG KONG AND POUNDED ON IT JUST AS WE'RE GOING TO USED TO DO BUT NO ONE ANSWERED THE SUMMONS,0.227272727
1272-135031-0024.flac,dev-clean,1272,135031,24,M,"HAVING RETURNED TO THE ROYAL CAVERN KALIKO FIRST POUNDED THE GONG AND THEN SAT IN THE THRONE WEARING RUGGEDO'S DISCARDED RUBY CROWN AND HOLDING IN HIS HAND THE SCEPTRE WHICH RUGGEDO HAD SO OFTEN THROWN AT HIS HEAD
",HAVING RETURNED TO THE ROYAL CAVERN CALICO FIRST POUND OF THE GONG AND THEN SAT ON THE THRONE WEARING REGULAR HAS DISCARDED RUBY CROWN AND HOLDING IN HIS HANDS A SCEPTER WHICH RUGGEDO HAD SO OFTEN THROWN AT HIS HEAD,0.236842105
1272-141231-0000.flac,dev-clean,1272,141231,0,M,"A MAN SAID TO THE UNIVERSE SIR I EXIST
",A MAN SAID TO THE UNIVERSE SIR I EXIST,0
1272-141231-0001.flac,dev-clean,1272,141231,1,M,"SWEAT COVERED BRION'S BODY TRICKLING INTO THE TIGHT LOINCLOTH THAT WAS THE ONLY GARMENT HE WORE
",SWEAT COVERED BRIONES BODY TRICKLING INTO THE TITLING KLOSS I WAS THE ONLY GARMENT HE WORE,0.25
1272-141231-0002.flac,dev-clean,1272,141231,2,M,"THE CUT ON HIS CHEST STILL DRIPPING BLOOD THE ACHE OF HIS OVERSTRAINED EYES EVEN THE SOARING ARENA AROUND HIM WITH THE THOUSANDS OF SPECTATORS WERE TRIVIALITIES NOT WORTH THINKING ABOUT
",THE CUT ON HIS CHEST STILL DRIPPING BLOOD TO ACHE OF HIS OVER STRAINED EYES EVEN TO SOARING ARENA AROUND HIM WITH THE THOUSANDS OF SPECTATORS RETRIEVE THE REALITY IS NOT WORTH THINKING ABOUT,0.258064516
1272-141231-0003.flac,dev-clean,1272,141231,3,M,"HIS INSTANT OF PANIC WAS FOLLOWED BY A SMALL SHARP BLOW HIGH ON HIS CHEST
",IS INSTANT PANIC WAS FOLLOWED BY A SMALL SHARP BLOW HIGH ON HIS CHEST,0.133333333
1272-141231-0004.flac,dev-clean,1272,141231,4,M,"ONE MINUTE A VOICE SAID AND THE TIME BUZZER SOUNDED
",ONE MINUTE OF VOICE SAID AND THE TIME BUZZER SOUNDED,0.1
1272-141231-0005.flac,dev-clean,1272,141231,5,M,"A MINUTE IS NOT A VERY LARGE MEASURE OF TIME AND HIS BODY NEEDED EVERY FRACTION OF IT
",A MINUTE IS NOT A VERY LARGE MEASURE OF TIME AND HIS BUDDY NEEDED EVERY FRACTION OF IT,0.055555556
1272-141231-0006.flac,dev-clean,1272,141231,6,M,"THE BUZZER'S WHIRR TRIGGERED HIS MUSCLES INTO COMPLETE RELAXATION
",THE BUZZERS WERE TRIGGERED HIS MUSCLES AND COMPLETE RELAXATION,0.333333333
1272-141231-0007.flac,dev-clean,1272,141231,7,M,"ONLY HIS HEART AND LUNGS WORKED ON AT A STRONG MEASURED RATE
",OLLIE'S HEART AND LUNGS WORKED ON AT A STRONG MEASURED RATE,0.166666667
1272-141231-0008.flac,dev-clean,1272,141231,8,M,"HE WAS IN REVERIE SLIDING ALONG THE BORDERS OF CONSCIOUSNESS
",HE WAS IN THE REFEREE SLIDING ALONG THE BORDERS OF CONSCIOUSNESS,0.2
1272-141231-0009.flac,dev-clean,1272,141231,9,M,"THE CONTESTANTS IN THE TWENTIES NEEDED UNDISTURBED REST THEREFORE NIGHTS IN THE DORMITORIES WERE AS QUIET AS DEATH
",THE CONTESTANTS IN THE TWENTIES NEEDED UNDISTURBED REST THERE FOUR NIGHTS IN THE DORMITORIES WERE AS QUIET AS DEATH,0.111111111
1272-141231-0010.flac,dev-clean,1272,141231,10,M,"PARTICULARLY SO ON THIS LAST NIGHT WHEN ONLY TWO OF THE LITTLE CUBICLES WERE OCCUPIED THE THOUSANDS OF OTHERS STANDING WITH DARK EMPTY DOORS
",CURLY SEW ON THIS LAST NIGHT WHEN ONLY TWO OF THE LITTLE CUBICLES WERE OCCUPIED SO THOUSANDS OF OTHER STANDING WITH DARK EMPTY DOORS,0.166666667
1272-141231-0011.flac,dev-clean,1272,141231,11,M,"THE OTHER VOICE SNAPPED WITH A HARSH URGENCY CLEARLY USED TO COMMAND
",THE OTHER VOICE SNAPPED WITH A HARSH URGENCY CLEARLY USED TO COMMAND,0
1272-141231-0012.flac,dev-clean,1272,141231,12,M,"I'M HERE BECAUSE THE MATTER IS OF UTMOST IMPORTANCE AND BRANDD IS THE ONE I MUST SEE NOW STAND ASIDE
",I'M SURE BECAUSE THE MATTER IS OF UTMOST IMPORTANCE AND BRAND IS SO WHEN IMMA SEE THAT STAND ASIDE,0.35
1272-141231-0013.flac,dev-clean,1272,141231,13,M,"THE TWENTIES
",THE TWENTIES,0
1272-141231-0014.flac,dev-clean,1272,141231,14,M,"HE MUST HAVE DRAWN HIS GUN BECAUSE THE INTRUDER SAID QUICKLY PUT THAT AWAY YOU'RE BEING A FOOL OUT
",MUST HAVE DRAWN HIS GUN BECAUSE THE INTRUDERS HAD QUICKLY BUT THAT AWAY FOR BEING A FOOL OUT,0.263157895
1272-141231-0015.flac,dev-clean,1272,141231,15,M,"THERE WAS SILENCE THEN AND STILL WONDERING BRION WAS ONCE MORE ASLEEP
",THERE WAS SILENCE THEN AND STILL WONDERING BRIANNA WAS ONCE MORE ASLEEP,0.083333333
1272-141231-0016.flac,dev-clean,1272,141231,16,M,"TEN SECONDS
",10 SECONDS,0
1272-141231-0017.flac,dev-clean,1272,141231,17,M,"HE ASKED THE HANDLER WHO WAS KNEADING HIS ACHING MUSCLES
",HE ASKED THE HANDLER WAS NEEDING HIS ACHING MUSCLES,0.2
1272-141231-0018.flac,dev-clean,1272,141231,18,M,"A RED HAIRED MOUNTAIN OF A MAN WITH AN APPARENTLY INEXHAUSTIBLE STORE OF ENERGY
",A RED-HAIRED MOUNTAIN OF A MAN WITH AN APPARENTLY INEXHAUSTIBLE STORE OF ENERGY,0
1272-141231-0019.flac,dev-clean,1272,141231,19,M,"THERE COULD BE LITTLE ART IN THIS LAST AND FINAL ROUND OF FENCING
",THERE COULD BE A LITTLE ART IN THIS LAST AND FINAL ROUND OF FENCING,0.076923077
1272-141231-0020.flac,dev-clean,1272,141231,20,M,"JUST THRUST AND PARRY AND VICTORY TO THE STRONGER
",JUST THRUST AND PARRY AND VICTORY TO THE STRONGER,0
1272-141231-0021.flac,dev-clean,1272,141231,21,M,"EVERY MAN WHO ENTERED THE TWENTIES HAD HIS OWN TRAINING TRICKS
",EVERY MAN WHO WENT INTO THE TWENTIES HAD HIS OWN TRAINING TRICKS,0.181818182
1272-141231-0022.flac,dev-clean,1272,141231,22,M,"THERE APPEARED TO BE AN IMMEDIATE ASSOCIATION WITH THE DEATH TRAUMA AS IF THE TWO WERE INEXTRICABLY LINKED INTO ONE
",THERE APPEARED TO BE AN IMMEDIATE ASSOCIATION WHAT'S THE DEAF DRAMA AS IF THE TWO WERE INEXTRICABLY LINKED INTO ONE,0.15
1272-141231-0023.flac,dev-clean,1272,141231,23,M,"THE STRENGTH THAT ENABLES SOMEONE IN A TRANCE TO HOLD HIS BODY STIFF AND UNSUPPORTED EXCEPT AT TWO POINTS THE HEAD AND HEELS
",THE STRENGTH THAT ENABLES SOMEONE IN A TRANCE TO HOLD HIS BODY STIFF AND UNSUPPORTED ACCEPTED TWO POINTS TO HEAD AND HEELS,0.130434783
1272-141231-0024.flac,dev-clean,1272,141231,24,M,"THIS IS PHYSICALLY IMPOSSIBLE WHEN CONSCIOUS
",THIS IS PHYSICALLY IMPOSSIBLE WHEN CONSCIOUS,0
1272-141231-0025.flac,dev-clean,1272,141231,25,M,"OTHERS HAD DIED BEFORE DURING THE TWENTIES AND DEATH DURING THE LAST ROUND WAS IN SOME WAYS EASIER THAN DEFEAT
",I JUST HAD DIED BEFORE DURING THE 20S AND S DURING THE LAST ROUND WAS IN SOME WAYS EASIER THAN DEFEAT,0.2
1272-141231-0026.flac,dev-clean,1272,141231,26,M,"BREATHING DEEPLY BRION SOFTLY SPOKE THE AUTO HYPNOTIC PHRASES THAT TRIGGERED THE PROCESS
",BREATHING DEEPLY BRIANNA SOFT PLAY SPOKE THE OTHER HYPNOTIC PHRASES THAT TRIGGERED THE PROCESS,0.307692308
1272-141231-0027.flac,dev-clean,1272,141231,27,M,"WHEN THE BUZZER SOUNDED HE PULLED HIS FOIL FROM HIS SECOND'S STARTLED GRASP AND RAN FORWARD
",BUT THE BUZZER SOUNDED HE PULLED HIS FOIL FROM HIS SECOND STARTLED GRASP AND RAN FORWARD,0.125
1272-141231-0028.flac,dev-clean,1272,141231,28,M,"IROLG LOOKED AMAZED AT THE SUDDEN FURY OF THE ATTACK THEN SMILED
",I ROLLED LOOKED AMAZED AT THE SUDDEN FURY OF THE ATTACK THEN SMILED,0.166666667
1272-141231-0029.flac,dev-clean,1272,141231,29,M,"HE THOUGHT IT WAS A LAST BURST OF ENERGY HE KNEW HOW CLOSE THEY BOTH WERE TO EXHAUSTION
",HE SAID IT WAS THE LAST BURST OF ENERGY HE KNEW HOW CLOSE THEY BOTH WERE TO EXHAUSTION,0.111111111
1272-141231-0030.flac,dev-clean,1272,141231,30,M,"BRION SAW SOMETHING CLOSE TO PANIC ON HIS OPPONENT'S FACE WHEN THE MAN FINALLY RECOGNIZED HIS ERROR
",FREON SAW SOMETHING CLOSE TO PANIC ON HIS OPPONENT'S FACE WHEN THE MAN FINALLY RECOGNIZE HIS ERROR,0.117647059
1272-141231-0031.flac,dev-clean,1272,141231,31,M,"A WAVE OF DESPAIR ROLLED OUT FROM IROLG BRION SENSED IT AND KNEW THE FIFTH POINT WAS HIS
",A WAVE OF DESPAIR ROLLED OATS FROM I ROLLED FREE AND SENSITIVE AND NEWS OF HIS POINT WAS HIS,0.5
1272-141231-0032.flac,dev-clean,1272,141231,32,M,"THEN THE POWERFUL TWIST THAT THRUST IT ASIDE IN AND UNDER THE GUARD
",THEN THE POWERFUL TWIST THAT'S FOR US TO DECIDE IN AN UNDER THE GUARD,0.461538462
8842-302196-0000.flac,dev-clean,8842,302196,0,F,"HE TRANSLATED AT AN EARLY AGE CHIEFLY BETWEEN EIGHTEEN FORTY FIVE AND EIGHTEEN FORTY NINE A GREAT NUMBER OF POEMS BY THE ITALIANS CONTEMPORARY WITH DANTE OR PRECEDING HIM AND AMONG OTHER THINGS HE MADE A VERSION OF THE WHOLE VITA NUOVA PROSE AND VERSE
",HE TRANSLATED AT AN EARLY AGE CHIEFLY BETWEEN 1845 AND 1849 A GREAT NUMBER OF POEMS BY THE ITALIANS CONTEMPORARY WITH DANTE OR PROCEEDING HIM AND AMONG OTHER THINGS HE MADE A VERSION OF THE WHOLE V10 WATER PROSE AND VERSE,0.288888889
