Word,Subset-type,Speaker-ID,Chapter-ID,Segment-ID,Gender,Time-tag,Norm-factor
let,dev-clean,8297,275154,23,M,"[0.30000000000000004, 0.7000000000000001]",0.05156126038642738
what,dev-clean,8297,275154,23,M,"[1.1, 1.2]",0.06534467179364646
it,dev-clean,8297,275154,23,M,"[1.2, 1.3]",0.05585299028470262
is,dev-clean,8297,275154,23,M,"[1.3, 1.4]",0.07952263743375518
first,dev-clean,8297,275154,23,M,"[1.4, 1.6]",0.04503380428369405
I'm,dev-clean,8297,275154,18,M,"[0.30000000000000004, 0.7000000000000001]",0.07809771289905644
afraid,dev-clean,8297,275154,18,M,"[0.7000000000000001, 1.1]",0.07931229321533018
he,dev-clean,8297,275154,18,M,"[1.1, 1.5]",0.03613280387746218
said,dev-clean,8297,275154,18,M,"[1.5, 1.9]",0.05588959121096908
only,dev-clean,174,168635,4,M,"[0.30000000000000004, 0.9]",0.07784329066226431
as,dev-clean,174,168635,4,M,"[0.9, 1.3]",0.037030860846507176
he,dev-clean,174,168635,4,M,"[1.3, 1.6]",0.034052028285735815
was,dev-clean,174,168635,4,M,"[1.6, 1.8]",0.03601065133778378
fifty,dev-clean,174,168635,4,M,"[2.3, 2.8]",0.0296037433985882
years,dev-clean,174,168635,4,M,"[4.2, 4.5]",0.03747314987279506
of,dev-clean,174,168635,4,M,"[4.5, 4.7]",0.03625746991097629
might,dev-clean,174,168635,4,M,"[6.0, 6.3]",0.06803805103363753
have,dev-clean,174,168635,4,M,"[6.3, 6.5]",0.01925782472529565
been,dev-clean,174,168635,4,M,"[6.5, 6.6]",0.04542314271942438
whole,dev-clean,174,168635,4,M,"[7.3, 7.5]",0.034614851540297545
course,dev-clean,174,168635,4,M,"[7.5, 7.9]",0.045542811310464434
together,dev-clean,174,168635,4,M,"[9.6, 9.8]",0.01832580275777751
sort,dev-clean,174,168635,4,M,"[10.8, 11.1]",0.05248033510610098
the,dev-clean,174,168635,17,M,"[0.30000000000000004, 0.7000000000000001]",0.06811198882555614
best,dev-clean,174,168635,17,M,"[0.7000000000000001, 1.1]",0.06530763914985822
us,dev-clean,174,168635,17,M,"[1.1, 1.2]",0.08859461710943786
from,dev-clean,174,168635,17,M,"[2.4, 2.6]",0.04208736412719415
egotistical,dev-clean,174,168635,17,M,"[2.6, 3.5]",0.03156874374410557
thoughts,dev-clean,174,168635,17,M,"[3.5, 4.0]",0.0442726341591582
after,dev-clean,8297,275154,7,M,"[0.2, 0.7000000000000001]",0.06206498974739115
Separation,dev-clean,8297,275154,7,M,"[1.1, 1.5]",0.07726507368629508
he,dev-clean,8297,275154,7,M,"[1.5, 2.2]",0.058249546312381474
received,dev-clean,8297,275154,7,M,"[2.2, 2.8]",0.07543038662498062
from,dev-clean,8297,275154,7,M,"[3.3, 3.4]",0.010307273921147914
Herbert,dev-clean,8297,275154,7,M,"[3.4, 4.0]",0.06863737114320052
Souls,dev-clean,174,168635,10,M,"[1.3, 1.9]",0.0292473199413843
perceived,dev-clean,174,168635,10,M,"[1.9, 2.6]",0.02450764625763848
each,dev-clean,174,168635,10,M,"[2.6, 2.7]",0.014027290464109884
other,dev-clean,174,168635,10,M,"[2.7, 3.0]",0.0265270277048994
necessary,dev-clean,174,168635,10,M,"[5.6, 6.4]",0.037922834651291065
illustration,dev-clean,1919,142785,39,F,"[0.30000000000000004, 1.3]",0.09206509594767028
marjoram,dev-clean,1919,142785,39,F,"[1.3, 2.3]",0.06684942946390796
when,dev-clean,1919,142785,15,F,"[0.1, 0.5]",0.051333640541755314
thick,dev-clean,1919,142785,15,F,"[1.4, 1.8]",0.12441958787934412
take,dev-clean,1919,142785,15,F,"[1.8, 2.3]",0.03654086256220725
should,dev-clean,1919,142785,15,F,"[3.2, 3.4]",0.061319570368047874
not,dev-clean,1919,142785,15,F,"[3.4, 3.6]",0.0424551340411068
boil,dev-clean,1919,142785,15,F,"[3.6, 3.9]",0.053194630472031684
what,dev-clean,6345,93302,16,F,"[0.0, 0.5]",0.048297618805291515
opinion,dev-clean,6345,93302,16,F,"[0.5, 0.9]",0.02822777065915535
would,dev-clean,6345,93302,16,F,"[0.9, 1.0]",0.10102002035728463
he,dev-clean,6345,93302,16,F,"[1.0, 1.1]",0.023499085122645647
form,dev-clean,6345,93302,16,F,"[1.1, 1.4]",0.041819608964147485
of,dev-clean,6345,93302,16,F,"[1.4, 1.5]",0.030177996927924236
the,dev-clean,6345,93302,16,F,"[1.5, 1.6]",0.0356344445373013
purity,dev-clean,6345,93302,16,F,"[1.6, 2.0]",0.09028539696350768
of,dev-clean,6345,93302,16,F,"[2.0, 2.1]",0.03113987232628365
her,dev-clean,6345,93302,16,F,"[2.1, 2.2]",0.0179560099632205
mind,dev-clean,6345,93302,16,F,"[2.2, 2.6]",0.021675211766213908
the,dev-clean,6345,93302,16,F,"[2.6, 2.8]",0.028636750144068725
incident,dev-clean,6345,93302,16,F,"[4.3, 4.5]",0.037113375146218035
like,dev-clean,6345,93302,16,F,"[4.5, 4.8]",0.0497912058375254
this,dev-clean,6345,93302,16,F,"[4.8, 5.0]",0.06463780551158486
failed,dev-clean,6345,93302,16,F,"[5.0, 5.5]",0.05040248583519765
to,dev-clean,6345,93302,16,F,"[5.5, 5.6]",0.017138430907519868
shock,dev-clean,6345,93302,16,F,"[5.6, 5.8]",0.05574863818475953
her,dev-clean,6345,93302,16,F,"[5.8, 5.9]",0.00792224609159013
we,dev-clean,174,84280,3,M,"[0.30000000000000004, 0.7000000000000001]",0.04773174513665397
range,dev-clean,174,84280,3,M,"[0.7000000000000001, 1.1]",0.07169955202516265
wider,dev-clean,174,84280,3,M,"[1.1, 1.6]",0.0649923384063973
last,dev-clean,174,84280,3,M,"[1.6, 2.4]",0.05611099823044097
longer,dev-clean,174,84280,3,M,"[2.4, 2.9]",0.10419527561307114
more,dev-clean,174,84280,3,M,"[4.0, 4.4]",0.09903393502398608
towards,dev-clean,174,84280,3,M,"[5.8, 6.1]",0.031707199805774404
understanding,dev-clean,174,84280,3,M,"[6.1, 6.3]",0.05379207578717435
Master,dev-clean,8297,275154,1,M,"[1.1, 1.7000000000000002]",0.09347161852867747
announced,dev-clean,8297,275154,1,M,"[1.7000000000000002, 2.1]",0.0854082856603428
that,dev-clean,8297,275154,1,M,"[2.1, 2.5]",0.06276801911974651
he,dev-clean,8297,275154,1,M,"[2.5, 2.7]",0.10548360516319047
had,dev-clean,8297,275154,1,M,"[2.7, 2.8]",0.11077084160364516
orders,dev-clean,8297,275154,1,M,"[2.8, 3.0]",0.1205649559466221
the,dev-clean,8297,275154,1,M,"[3.6, 3.8]",0.050704249039300285
vessel,dev-clean,8297,275154,1,M,"[3.8, 4.1]",0.09584995848612687
back,dev-clean,8297,275154,1,M,"[4.1, 4.5]",0.08101236488799676
to,dev-clean,8297,275154,1,M,"[4.5, 4.9]",0.06330857064857305
her,dev-clean,8297,275154,1,M,"[4.9, 5.0]",0.0901335995681792
no,dev-clean,8297,275154,1,M,"[6.5, 6.7]",0.145046667613977
other,dev-clean,8297,275154,1,M,"[6.7, 7.0]",0.0905351179719252
explanation,dev-clean,8297,275154,1,M,"[7.0, 7.4]",0.07772612532152838
than,dev-clean,8297,275154,1,M,"[7.4, 8.4]",0.061973424757525125
over,dev-clean,8297,275154,1,M,"[9.4, 9.7]",0.0840667260460281
he,dev-clean,1272,135031,7,M,"[0.30000000000000004, 0.7000000000000001]",0.05593435840174981
king,dev-clean,1272,135031,7,M,"[3.2, 3.5]",0.059579346283194126
mind,dev-clean,8297,275154,21,M,"[1.0, 1.5]",0.09543786301266967
wandering,dev-clean,8297,275154,21,M,"[1.5, 2.0]",0.07612076842716588
train,dev-clean,8297,275154,21,M,"[2.6, 3.3]",0.0530873959513006
of,dev-clean,8297,275154,21,M,"[3.3, 3.7]",0.033122454944594495
thought,dev-clean,8297,275154,21,M,"[3.7, 4.2]",0.04613387092553918
the,dev-clean,174,50561,4,M,"[0.30000000000000004, 0.7000000000000001]",0.009292613966876471
emperor's,dev-clean,174,50561,4,M,"[0.7000000000000001, 1.1]",0.015171429516907897
neither,dev-clean,5338,24615,9,F,"[0.30000000000000004, 0.8]",0.09038112523064548
but,dev-clean,1462,170142,25,F,"[1.8, 2.1]",0.03859883383407622
she,dev-clean,1462,170142,25,F,"[2.1, 2.3]",0.05606823772068966
whispered,dev-clean,1462,170142,25,F,"[2.3, 2.7]",0.054142646222594064
yes,dev-clean,1462,170142,25,F,"[2.7, 3.9]",0.037160156312392834
it,dev-clean,1462,170142,25,F,"[4.3, 4.5]",0.07800987968055706
must,dev-clean,1462,170142,25,F,"[4.5, 4.6]",0.08574946070287448
have,dev-clean,1462,170142,25,F,"[4.6, 4.8]",0.035146523486158286
been,dev-clean,1462,170142,25,F,"[4.8, 5.0]",0.03065707806656912
this,dev-clean,1272,141231,24,M,"[0.30000000000000004, 0.7000000000000001]",0.0408906919494927
is,dev-clean,1272,141231,24,M,"[0.7000000000000001, 0.9]",0.06886697935522841
What,dev-clean,174,84280,14,M,"[0.30000000000000004, 0.8]",0.08914841231111326
alternative,dev-clean,174,84280,14,M,"[0.8, 1.1]",0.054234602698546616
was,dev-clean,174,84280,14,M,"[1.1, 1.8]",0.08136918929675749
there,dev-clean,174,84280,14,M,"[1.8, 2.1]",0.03513383181765314
had,dev-clean,8297,275154,5,M,"[0.30000000000000004, 0.7000000000000001]",0.05933421065985672
her,dev-clean,8297,275154,5,M,"[0.7000000000000001, 0.9]",0.11377739754151242
he,dev-clean,7976,105575,12,M,"[0.0, 0.5]",0.07299958746139229
that,dev-clean,7976,105575,7,M,"[0.1, 0.8]",0.06982952679261474
enemy,dev-clean,7976,105575,7,M,"[1.3, 1.7000000000000002]",0.0398324619480636
slipped,dev-clean,7976,105575,7,M,"[1.7000000000000002, 2.1]",0.049653974468669114
hundreds,dev-clean,7976,105575,7,M,"[3.1, 3.6]",0.08407444415228746
his,dev-clean,7976,105575,7,M,"[4.3, 4.5]",0.01647907330722386
dead,dev-clean,7976,105575,7,M,"[4.5, 4.8]",0.09690287129748787
and,dev-clean,7976,105575,7,M,"[4.8, 4.9]",0.06489598999084975
wounded,dev-clean,7976,105575,7,M,"[4.9, 5.1]",0.05502829048870513
field,dev-clean,7976,105575,7,M,"[5.6, 6.1]",0.029284025646748736
he,dev-clean,6345,64257,14,F,"[0.1, 0.5]",0.03874759649238586
came,dev-clean,6345,64257,14,F,"[0.5, 0.7000000000000001]",0.15944665920858445
to,dev-clean,6345,64257,14,F,"[0.7000000000000001, 0.8]",0.036057809805783686
her,dev-clean,6345,64257,14,F,"[0.8, 1.0]",0.08016442960210447
side,dev-clean,6345,64257,14,F,"[1.0, 1.5]",0.06646172309491677
him,dev-clean,6345,64257,14,F,"[2.0, 2.1]",0.05212090543783725
she,dev-clean,1462,170142,2,F,"[0.2, 0.6000000000000001]",0.04661970932614138
blushed,dev-clean,1462,170142,2,F,"[0.6000000000000001, 1.1]",0.1032208778869653
and,dev-clean,1462,170142,2,F,"[1.1, 1.3]",0.12783575081372506
smiled,dev-clean,1462,170142,2,F,"[1.3, 1.9]",0.06557812603054115
and,dev-clean,1462,170142,2,F,"[1.9, 2.3]",0.06452361132492529
fumbled,dev-clean,1462,170142,2,F,"[2.3, 2.7]",0.19138227275563616
in,dev-clean,1462,170142,2,F,"[3.2, 3.3]",0.09521732278799976
her,dev-clean,1462,170142,2,F,"[3.3, 3.5]",0.06760512123104966
confusion,dev-clean,1462,170142,2,F,"[3.5, 3.8]",0.0445173657699929
before,dev-clean,1462,170142,2,F,"[3.8, 4.7]",0.060124774325393614
she,dev-clean,1462,170142,2,F,"[4.7, 5.0]",0.0881452805251428
ran,dev-clean,1462,170142,2,F,"[5.0, 5.3]",0.09194000332007136
upstairs,dev-clean,1462,170142,2,F,"[5.3, 5.5]",0.012134356900385269
I'm,dev-clean,8297,275154,15,M,"[0.2, 0.6000000000000001]",0.08587467028203022
alone,dev-clean,8297,275154,15,M,"[0.6000000000000001, 1.1]",0.10417352972139972
do,dev-clean,8297,275154,15,M,"[1.1, 1.5]",0.03744367515868157
hear,dev-clean,8297,275154,15,M,"[1.5, 1.8]",0.09452562790383914
that,dev-clean,8297,275154,15,M,"[1.8, 2.0]",0.08877181650954888
alone,dev-clean,8297,275154,15,M,"[2.0, 2.8]",0.09392734354029744
to,dev-clean,5536,43358,11,M,"[0.0, 0.5]",0.0505418242026633
the,dev-clean,5536,43358,11,M,"[0.5, 0.6000000000000001]",0.08452318335013148
untutored,dev-clean,5536,43358,11,M,"[0.6000000000000001, 0.9]",0.05932706431906753
concentration,dev-clean,5536,43358,11,M,"[1.8, 2.6]",0.06372501018577159
prolific,dev-clean,5536,43358,11,M,"[3.6, 4.1]",0.05293031380914507
mother,dev-clean,5536,43358,11,M,"[4.1, 4.3]",0.048762238303549636
of,dev-clean,5536,43358,11,M,"[4.3, 4.6]",0.08262458786373228
all,dev-clean,5536,43358,11,M,"[4.6, 4.8]",0.07817471509367148
evils,dev-clean,5536,43358,11,M,"[4.8, 5.2]",0.053934917455182016
moral,dev-clean,5536,43358,11,M,"[5.2, 6.1]",0.08991770564581195
no,dev-clean,5536,43358,11,M,"[6.1, 6.3]",0.07397145626536927
less,dev-clean,5536,43358,11,M,"[6.3, 6.6]",0.06980515286707738
no,dev-clean,6345,93302,22,F,"[0.0, 0.5]",0.10874915134654853
it's,dev-clean,6345,93302,22,F,"[0.5, 1.1]",0.09805889724060046
only,dev-clean,6345,93302,22,F,"[1.1, 1.3]",0.09044613226670233
painful,dev-clean,6345,93302,22,F,"[1.3, 1.6]",0.04517750286604973
of,dev-clean,6345,93302,22,F,"[2.0, 2.1]",0.06795097987070506
us,dev-clean,6345,93302,22,F,"[2.1, 2.2]",0.07680086551354423
the,dev-clean,6345,64257,11,F,"[1.1, 1.2]",0.1008141471975492
place,dev-clean,6345,64257,11,F,"[1.2, 1.6]",0.08942625291263577
had,dev-clean,6345,64257,11,F,"[1.6, 1.8]",0.07107001563400434
go,dev-clean,6345,64257,11,F,"[2.2, 2.4]",0.06574940615777923
to,dev-clean,6345,64257,11,F,"[3.8, 3.9]",0.015701073087986985
go,dev-clean,6345,64257,11,F,"[3.9, 4.1]",0.08109277575917191
had,dev-clean,6345,64257,11,F,"[4.1, 4.8]",0.05612508750103665
what,dev-clean,6345,64257,11,F,"[6.0, 6.2]",0.08565820801028391
question,dev-clean,6345,64257,11,F,"[6.2, 6.7]",0.044337070173339634
to,dev-clean,6345,64257,11,F,"[6.7, 6.8]",0.04001457793012532
ask,dev-clean,6345,64257,11,F,"[6.8, 7.3]",0.03315717505222182
if,dev-clean,6345,64257,11,F,"[7.3, 7.4]",0.04135269164870152
she,dev-clean,6345,64257,11,F,"[7.4, 7.6]",0.04371854442792189
of,dev-clean,6345,64257,5,F,"[1.1, 1.2]",0.02200805705110326
company,dev-clean,6345,64257,5,F,"[1.6, 2.0]",0.05400132041222462
house,dev-clean,6345,64257,5,F,"[5.2, 5.6]",0.04863876121682813
with,dev-clean,6345,64257,5,F,"[5.6, 5.9]",0.062490224114070576
behind,dev-clean,6345,64257,5,F,"[6.5, 6.9]",0.04022706560763587
but,dev-clean,1673,143397,9,F,"[0.0, 0.4]",0.051170137242006086
the,dev-clean,1673,143397,9,F,"[0.4, 0.6000000000000001]",0.24819513240172664
Vatican,dev-clean,1673,143397,9,F,"[0.6000000000000001, 1.0]",0.17595078205091788
received,dev-clean,1673,143397,9,F,"[1.0, 1.4]",0.09129936496340717
with,dev-clean,1673,143397,9,F,"[1.4, 1.6]",0.16009029386227544
The,dev-clean,1673,143397,9,F,"[2.0, 2.4]",0.08048251404627416
Messengers,dev-clean,1673,143397,9,F,"[2.4, 2.8]",0.06362357651587218
a,dev-clean,1272,141231,18,M,"[0.30000000000000004, 0.6000000000000001]",0.023658028327658943
red-haired,dev-clean,1272,141231,18,M,"[0.6000000000000001, 0.9]",0.11720246448768774
those,dev-clean,6345,93302,19,F,"[0.2, 0.7000000000000001]",0.08762600019563799
four,dev-clean,6345,93302,19,F,"[0.7000000000000001, 1.0]",0.10633175614452477
true,dev-clean,6345,93302,19,F,"[1.0, 1.2]",0.051724106966091775
words,dev-clean,6345,93302,19,F,"[1.2, 1.7000000000000002]",0.09338036150990517
wounded,dev-clean,6345,93302,19,F,"[1.7000000000000002, 2.1]",0.041127790111413945
her,dev-clean,6345,93302,19,F,"[2.1, 2.3]",0.0666202265454401
all,dev-clean,6345,93302,19,F,"[2.7, 3.0]",0.07319718980033725
the,dev-clean,6345,93302,6,F,"[0.1, 0.5]",0.017519114502756478
setting,dev-clean,6345,93302,6,F,"[0.5, 0.7000000000000001]",0.06375991530676413
to,dev-clean,6345,93302,6,F,"[1.5, 1.7000000000000002]",0.02671903984027726
her,dev-clean,6345,93302,6,F,"[1.7000000000000002, 1.9]",0.0763973765771119
all-important,dev-clean,6345,93302,6,F,"[1.9, 2.5]",0.06750636867994149
oh,dev-clean,8297,275154,17,M,"[0.1, 0.5]",0.04050025016529385
why,dev-clean,8297,275154,17,M,"[0.5, 1.3]",0.10372756213079012
did,dev-clean,8297,275154,17,M,"[1.3, 1.7000000000000002]",0.11361103477299507
I,dev-clean,8297,275154,17,M,"[1.7000000000000002, 1.8]",0.11073911411782328
engage,dev-clean,8297,275154,17,M,"[1.8, 2.3]",0.0812777189745613
that,dev-clean,8297,275154,17,M,"[2.3, 2.6]",0.06417493738684225
same,dev-clean,1462,170138,25,F,"[0.9, 1.2]",0.05802006925819792
he,dev-clean,1462,170138,25,F,"[1.2, 1.9]",0.03749975356014981
lifted,dev-clean,1462,170138,25,F,"[1.9, 2.2]",0.08950900289644681
his,dev-clean,1462,170138,25,F,"[2.2, 2.3]",0.05958549441871129
glass,dev-clean,1462,170138,25,F,"[2.3, 2.7]",0.05123668221882987
here's,dev-clean,1462,170138,25,F,"[2.7, 3.3]",0.04732433712005178
to,dev-clean,1462,170138,25,F,"[3.3, 3.4]",0.0589639171858517
you,dev-clean,1462,170138,25,F,"[3.4, 3.7]",0.08014089800971247
little,dev-clean,1462,170138,25,F,"[3.7, 3.9]",0.08692414499184797
Hilda,dev-clean,1462,170138,25,F,"[3.9, 4.2]",0.08995700325628216
yet,dev-clean,7976,105575,3,M,"[1.7000000000000002, 2.2]",0.05746106260255755
Brigade,dev-clean,7976,105575,3,M,"[2.9, 3.2]",0.05104760818295597
of,dev-clean,7976,105575,3,M,"[3.2, 3.6]",0.12079563950514315
Hamilton's,dev-clean,7976,105575,3,M,"[3.6, 4.3]",0.0464698577507968
division,dev-clean,7976,105575,3,M,"[4.3, 4.8]",0.04354114309978301
assault,dev-clean,7976,105575,3,M,"[7.4, 7.9]",0.05479869413045059
after,dev-clean,7976,105575,3,M,"[7.9, 8.2]",0.0946462071761114
assault,dev-clean,7976,105575,3,M,"[8.2, 8.8]",0.052975875710710926
destroyed,dev-clean,174,84280,15,M,"[1.0, 1.6]",0.055205207620270674
not,dev-clean,174,84280,15,M,"[1.6, 2.4]",0.028023886724406148
her,dev-clean,174,84280,15,M,"[5.8, 5.9]",0.05105024221963439
husband,dev-clean,174,84280,15,M,"[5.9, 6.4]",0.048744540781921364
and,dev-clean,174,84280,15,M,"[6.4, 6.5]",0.04050860203572002
the,dev-clean,174,84280,15,M,"[11.4, 11.6]",0.028344329539392636
subjugation,dev-clean,174,84280,15,M,"[11.6, 12.2]",0.05270764827440141
of,dev-clean,174,84280,15,M,"[12.2, 12.4]",0.03358221076379697
her,dev-clean,174,84280,15,M,"[12.4, 12.7]",0.0353886214895132
kind,dev-clean,6345,93306,22,F,"[0.7000000000000001, 0.9]",0.0471219298390808
for,dev-clean,6345,93306,22,F,"[1.9, 2.0]",0.034485948098260534
the,dev-clean,6345,93306,22,F,"[2.0, 2.1]",0.05299428683098287
third,dev-clean,6345,93306,22,F,"[2.1, 2.4]",0.07771880688686066
time,dev-clean,6345,93306,22,F,"[2.4, 2.6]",0.04594461349964697
and,dev-clean,6345,93306,22,F,"[2.6, 2.8]",0.03825849577483543
reached,dev-clean,6345,93306,22,F,"[2.8, 3.1]",0.042144296343228714
her,dev-clean,6345,93306,22,F,"[3.1, 3.2]",0.037930659814854335
hand,dev-clean,6345,93306,22,F,"[3.2, 3.5]",0.038328294446773666
out,dev-clean,6345,93306,22,F,"[3.5, 3.6]",0.061132434537781014
not,dev-clean,6345,93306,22,F,"[4.7, 4.9]",0.05573233057673516
it,dev-clean,6345,93306,22,F,"[5.8, 5.9]",0.058368439947801685
in,dev-clean,6345,93306,22,F,"[5.9, 6.0]",0.03720999836354783
felt,dev-clean,6345,93306,22,F,"[6.5, 6.7]",0.02793552112261445
how,dev-clean,6345,93306,22,F,"[6.7, 6.9]",0.029698978160149013
it,dev-clean,6345,93306,22,F,"[8.7, 8.8]",0.0594125313588205
away,dev-clean,6345,93306,22,F,"[9.2, 9.3]",0.059669165011033164
when,dev-clean,5536,43358,9,M,"[0.30000000000000004, 0.8]",0.0455436680930594
he,dev-clean,5536,43358,9,M,"[0.8, 0.9]",0.08872496926834599
returned,dev-clean,5536,43358,9,M,"[0.9, 1.3]",0.07238768985259372
he,dev-clean,5536,43358,9,M,"[1.8, 2.0]",0.02802518121213566
must,dev-clean,5536,43358,9,M,"[2.0, 2.3]",0.05818794663323119
remain,dev-clean,5536,43358,9,M,"[2.3, 2.6]",0.06823560910373104
at,dev-clean,5536,43358,9,M,"[2.6, 2.8]",0.05088539375049566
a,dev-clean,5536,43358,9,M,"[2.8, 2.9]",0.030214350358217908
until,dev-clean,5536,43358,9,M,"[2.9, 3.6]",0.039539276986309324
he,dev-clean,5536,43358,9,M,"[3.6, 3.9]",0.0519653002813008
had,dev-clean,5536,43358,9,M,"[3.9, 4.0]",0.06283175231909774
again,dev-clean,5536,43358,9,M,"[4.0, 4.3]",0.04431675656079545
entered,dev-clean,5536,43358,9,M,"[4.3, 4.6]",0.0519143664795842
bath,dev-clean,5536,43358,9,M,"[5.0, 5.4]",0.042420844754410096
and,dev-clean,5536,43358,9,M,"[5.4, 5.5]",0.020664858808908025
prepared,dev-clean,5536,43358,9,M,"[5.5, 5.9]",0.06859388968301186
himself,dev-clean,5536,43358,9,M,"[5.9, 6.1]",0.033836801751893984
for,dev-clean,5536,43358,9,M,"[6.1, 6.3]",0.04356211732697541
intercourse,dev-clean,5536,43358,9,M,"[6.3, 6.8]",0.03683927014516825
with,dev-clean,5536,43358,9,M,"[6.8, 7.2]",0.040695127809674464
the,dev-clean,1919,142785,17,F,"[0.30000000000000004, 0.7000000000000001]",0.047222916625077986
lemon,dev-clean,1919,142785,17,F,"[0.7000000000000001, 1.0]",0.051043710439114716
a,dev-clean,1919,142785,17,F,"[2.5, 2.6]",0.07260561379549257
native,dev-clean,1919,142785,17,F,"[2.6, 3.0]",0.08423833878221322
and,dev-clean,1919,142785,17,F,"[3.5, 4.0]",0.04185466133958555
is,dev-clean,1919,142785,17,F,"[4.0, 4.1]",0.08026696342038703
mentioned,dev-clean,1919,142785,17,F,"[4.1, 4.6]",0.06450398964233428
by,dev-clean,1919,142785,17,F,"[4.6, 4.7]",0.09499724482124483
Virgil,dev-clean,1919,142785,17,F,"[4.7, 5.3]",0.05730072911837
as,dev-clean,1919,142785,17,F,"[5.3, 5.5]",0.052001038700557466
the,dev-clean,5338,284437,12,F,"[0.0, 0.4]",0.04960328478998987
friends,dev-clean,5338,284437,12,F,"[1.3, 1.7000000000000002]",0.029263700055326206
his,dev-clean,1673,143396,3,F,"[0.1, 0.5]",0.1269240664910516
to,dev-clean,1673,143396,3,F,"[1.6, 1.8]",0.04197561805562035
manhood,dev-clean,1673,143396,3,F,"[2.4, 2.6]",0.10501075428651882
was,dev-clean,1673,143396,3,F,"[2.6, 3.4]",0.07114678027255825
