Word,Subset-type,Speaker-ID,Chapter-ID,Segment-ID,Gender,Time-tag,Norm-factor
marked,dev-clean,1673,143396,3,F,"[3.4, 3.8]",0.11640457371042914
increase,dev-clean,1673,143396,3,F,"[4.5, 5.0]",0.06114518570339525
and,dev-clean,1673,143396,3,F,"[5.5, 5.7]",0.06064168998791537
wisdom,dev-clean,1673,143396,3,F,"[5.7, 5.8]",0.05564482347538704
and,dev-clean,1673,143396,3,F,"[5.8, 6.8]",0.09815752852787957
after,dev-clean,1673,143396,3,F,"[6.8, 7.1]",0.20613521764253426
a,dev-clean,1673,143396,3,F,"[7.1, 7.2]",0.053548484246866784
of,dev-clean,1673,143396,3,F,"[8.2, 8.3]",0.02720919223219893
Body,dev-clean,1673,143396,3,F,"[8.8, 9.0]",0.09510485900403064
he,dev-clean,1673,143396,3,F,"[9.0, 9.6]",0.05335804326587827
expired,dev-clean,1673,143396,3,F,"[9.6, 10.2]",0.09504908227289263
on,dev-clean,1673,143396,3,F,"[10.2, 10.3]",0.0808595858655532
the,dev-clean,1673,143396,3,F,"[10.3, 10.4]",0.05729001072354008
cross,dev-clean,1673,143396,3,F,"[10.4, 10.8]",0.050341801116988966
I,dev-clean,1462,170142,23,F,"[0.1, 0.4]",0.01471550570423242
have,dev-clean,1462,170142,23,F,"[0.4, 0.6000000000000001]",0.07910719451027286
thought,dev-clean,1462,170142,23,F,"[0.6000000000000001, 0.9]",0.13858995311610298
about,dev-clean,1462,170142,23,F,"[0.9, 1.0]",0.1100488808000699
it,dev-clean,1462,170142,23,F,"[1.0, 1.2]",0.08545559916176572
until,dev-clean,1462,170142,23,F,"[1.2, 1.5]",0.054138882151200066
I,dev-clean,1462,170142,23,F,"[1.5, 1.7000000000000002]",0.08016927169190435
am,dev-clean,1462,170142,23,F,"[1.7000000000000002, 1.8]",0.07838971972255253
worn,dev-clean,1462,170142,23,F,"[1.8, 2.0]",0.075923097143436
out,dev-clean,1462,170142,23,F,"[2.0, 2.1]",0.04997340360860671
lost,dev-clean,6345,64257,13,F,"[0.6000000000000001, 0.9]",0.09896404872008832
him,dev-clean,6345,64257,13,F,"[0.9, 1.1]",0.05945115324134639
years,dev-clean,6345,64257,13,F,"[1.1, 1.6]",0.10531242848202944
and,dev-clean,6345,64257,13,F,"[1.6, 1.8]",0.06352440214001953
she,dev-clean,6345,64257,13,F,"[3.3, 3.6]",0.03893260409309277
saw,dev-clean,6345,64257,13,F,"[3.6, 3.8]",0.07193741409492273
was,dev-clean,6345,64257,13,F,"[4.7, 4.8]",0.11348797659757492
there,dev-clean,6345,64257,13,F,"[4.8, 5.2]",0.10634755404426828
and,dev-clean,6345,64257,13,F,"[5.2, 5.3]",0.04455605137669734
she,dev-clean,6345,64257,13,F,"[5.3, 5.4]",0.06209449368614905
death,dev-clean,174,84280,5,M,"[1.7000000000000002, 1.9]",0.10281513807022366
me,dev-clean,174,84280,5,M,"[3.9, 4.1]",0.02050474687494353
but,dev-clean,174,84280,5,M,"[4.1, 5.1]",0.04588845914186387
presence,dev-clean,174,84280,5,M,"[6.0, 6.5]",0.04644935386849553
is,dev-clean,174,84280,5,M,"[6.5, 6.7]",0.023871328355908668
more,dev-clean,174,84280,5,M,"[6.7, 7.0]",0.08103764579979418
die,dev-clean,7976,105575,19,M,"[3.8, 4.0]",0.08065410138596209
elsewhere,dev-clean,7976,105575,19,M,"[4.0, 4.7]",0.04487052476139485
not,dev-clean,5338,284437,30,F,"[0.4, 0.5]",0.18449664741796767
like,dev-clean,5338,284437,30,F,"[0.5, 0.8]",0.07746777811656153
my,dev-clean,5338,284437,30,F,"[0.8, 1.0]",0.046577114600745054
may,dev-clean,1919,142785,29,F,"[1.0, 1.1]",0.10433474658012712
be,dev-clean,1919,142785,29,F,"[1.1, 1.3]",0.07487255215652427
added,dev-clean,1919,142785,29,F,"[1.3, 1.6]",0.08025085715547088
was,dev-clean,6345,64257,17,F,"[1.1, 1.6]",0.08238716235474806
was,dev-clean,6345,64257,17,F,"[2.0, 2.1]",0.12698488327232518
lost,dev-clean,6345,64257,17,F,"[2.1, 2.5]",0.0712341816420444
week,dev-clean,174,168635,13,M,"[0.30000000000000004, 0.9]",0.02219792764896077
that,dev-clean,174,168635,13,M,"[4.7, 4.8]",0.10015261145496203
hovel,dev-clean,174,168635,13,M,"[4.8, 5.2]",0.03717168056692605
illustration,dev-clean,1919,142785,16,F,"[0.30000000000000004, 1.3]",0.0603682059927645
the,dev-clean,1919,142785,16,F,"[1.3, 1.9]",0.021346194614090472
lemon,dev-clean,1919,142785,16,F,"[1.9, 2.3]",0.05707821819141279
in,dev-clean,1919,142785,45,F,"[1.3, 1.7000000000000002]",0.1010364947264224
an,dev-clean,1919,142785,45,F,"[1.7000000000000002, 1.8]",0.04896915243511931
unsound,dev-clean,1919,142785,45,F,"[1.8, 2.3]",0.09626613100024273
state,dev-clean,1919,142785,45,F,"[2.3, 2.9]",0.07063142014920472
it,dev-clean,1919,142785,45,F,"[2.9, 3.3]",0.06480888097507721
must,dev-clean,1919,142785,45,F,"[3.3, 3.6]",0.08506367960663255
be,dev-clean,1919,142785,45,F,"[3.6, 3.8]",0.07880835004639436
on,dev-clean,1919,142785,45,F,"[3.8, 4.1]",0.08630603056397798
no,dev-clean,1919,142785,45,F,"[4.1, 4.2]",0.09073340434861056
account,dev-clean,1919,142785,45,F,"[4.2, 4.5]",0.07297095556363667
made,dev-clean,1919,142785,45,F,"[4.5, 5.0]",0.0600445772888324
very,dev-clean,174,84280,11,M,"[2.2, 2.4]",0.08311377807832389
illustration,dev-clean,1919,142785,52,F,"[0.30000000000000004, 1.3]",0.06403571378458787
pestle,dev-clean,1919,142785,52,F,"[1.3, 2.2]",0.044228119293529364
this,dev-clean,5536,43358,14,M,"[0.0, 0.4]",0.04824346454730052
is,dev-clean,5536,43358,14,M,"[0.4, 0.6000000000000001]",0.1123089479792396
the,dev-clean,5536,43358,14,M,"[0.6000000000000001, 0.8]",0.035914624137955715
material,dev-clean,5536,43358,14,M,"[0.8, 1.0]",0.027063886465594416
prayer,dev-clean,5536,43358,14,M,"[1.9, 2.3]",0.05486906246645549
600,dev-clean,7976,105575,15,M,"[2.6, 3.2]",0.053497637599767715
yards,dev-clean,7976,105575,15,M,"[3.2, 3.6]",0.07868951678204546
away,dev-clean,7976,105575,15,M,"[3.6, 3.7]",0.0684392437973995
also,dev-clean,7976,105575,15,M,"[4.2, 5.1]",0.1012103228839408
lay,dev-clean,7976,105575,15,M,"[5.1, 5.4]",0.07438792437550436
painting,dev-clean,1272,128104,7,M,"[0.30000000000000004, 1.0]",0.07378966295041206
quality,dev-clean,1272,128104,7,M,"[3.0, 3.7]",0.07302702512081474
the,dev-clean,1919,142785,30,F,"[1.9, 2.0]",0.06616861425337342
whole,dev-clean,1919,142785,30,F,"[2.0, 2.2]",0.09120280846657726
of,dev-clean,1919,142785,30,F,"[2.2, 2.4]",0.06024870681731671
the,dev-clean,1919,142785,30,F,"[2.4, 2.5]",0.11671128880457145
ingredients,dev-clean,1919,142785,30,F,"[2.5, 2.7]",0.1164094387373154
into,dev-clean,1919,142785,30,F,"[2.7, 3.4]",0.07725597079553312
bottle,dev-clean,1919,142785,30,F,"[3.4, 3.9]",0.055504618719944436
and,dev-clean,1919,142785,30,F,"[3.9, 4.4]",0.05652947406459635
let,dev-clean,1919,142785,30,F,"[4.4, 4.5]",0.14174685308523366
it,dev-clean,1919,142785,30,F,"[4.5, 4.6]",0.09930533005493157
remain,dev-clean,1919,142785,30,F,"[4.6, 4.9]",0.09739895343577253
for,dev-clean,1919,142785,30,F,"[4.9, 5.2]",0.06332241660809719
in,dev-clean,1919,142785,30,F,"[5.8, 6.0]",0.05978569909786007
a,dev-clean,1919,142785,30,F,"[6.0, 6.1]",0.06349411275221993
shaking,dev-clean,1919,142785,30,F,"[7.5, 8.1]",0.0978520874586684
up,dev-clean,1919,142785,30,F,"[8.1, 8.3]",0.04707910146327803
contents,dev-clean,1919,142785,30,F,"[8.3, 8.8]",0.045845337847511235
but,dev-clean,6345,93302,9,F,"[0.0, 0.4]",0.030075554050354995
here,dev-clean,6345,93302,9,F,"[0.4, 0.6000000000000001]",0.07928909211907463
the,dev-clean,6345,93302,9,F,"[0.6000000000000001, 0.9]",0.11729962327771334
to,dev-clean,6345,93302,9,F,"[2.2, 2.3]",0.008199693538277812
shops,dev-clean,6345,93302,9,F,"[3.6, 3.8]",0.05257344692858559
till,dev-clean,6345,93302,9,F,"[3.8, 4.3]",0.02895665677681875
he,dev-clean,6345,93302,9,F,"[4.3, 4.4]",0.032303749210884844
should,dev-clean,6345,93302,9,F,"[4.4, 4.6]",0.08768641029524255
ask,dev-clean,6345,93302,9,F,"[4.6, 4.8]",0.02456663176138983
looking,dev-clean,6345,93302,9,F,"[5.3, 5.5]",0.043726833370706736
at,dev-clean,6345,93302,9,F,"[5.5, 5.8]",0.02272460483664503
the,dev-clean,1462,170138,19,F,"[0.1, 0.5]",0.04913389496858638
fact,dev-clean,1462,170138,19,F,"[0.5, 0.8]",0.10942171175309598
is,dev-clean,1462,170138,19,F,"[0.8, 0.9]",0.13758539901778513
she's,dev-clean,1462,170138,19,F,"[0.9, 1.4]",0.058935219636196676
feeling,dev-clean,1462,170138,19,F,"[1.4, 1.7000000000000002]",0.14795854458627225
rather,dev-clean,1462,170138,19,F,"[1.7000000000000002, 1.9]",0.11438014911327485
seedy,dev-clean,1462,170138,19,F,"[1.9, 2.3]",0.0866903734422853
poor,dev-clean,1462,170138,19,F,"[2.3, 2.6]",0.04270865512148557
child,dev-clean,1462,170138,19,F,"[2.6, 3.1]",0.05091532065368565
fried,dev-clean,1919,142785,58,F,"[0.30000000000000004, 1.0]",0.0760950548669093
knowing,dev-clean,5536,43358,7,M,"[0.30000000000000004, 0.9]",0.0569717273997706
that,dev-clean,5536,43358,7,M,"[0.9, 1.0]",0.07744270963025983
God,dev-clean,5536,43358,7,M,"[1.0, 1.3]",0.11663823180810665
sets,dev-clean,5536,43358,7,M,"[1.3, 1.7000000000000002]",0.06598589322684739
no,dev-clean,5536,43358,7,M,"[1.7000000000000002, 1.8]",0.06827021217767143
value,dev-clean,5536,43358,7,M,"[1.8, 2.2]",0.0896129865309171
upon,dev-clean,5536,43358,7,M,"[2.2, 2.5]",0.06156987385512287
material,dev-clean,5536,43358,7,M,"[2.5, 3.0]",0.06617326340315184
things,dev-clean,5536,43358,7,M,"[3.0, 3.5]",0.05045433136929107
he,dev-clean,5536,43358,7,M,"[3.5, 3.7]",0.047813952948029016
took,dev-clean,5536,43358,7,M,"[3.7, 4.0]",0.062058408341364724
with,dev-clean,5536,43358,7,M,"[4.0, 4.1]",0.050678357274612944
no,dev-clean,5536,43358,7,M,"[4.1, 4.4]",0.08118164306774119
offerings,dev-clean,5536,43358,7,M,"[4.4, 5.0]",0.07323637266653484
sacrifices,dev-clean,5536,43358,7,M,"[5.0, 5.8]",0.06300806107321165
other,dev-clean,5536,43358,7,M,"[5.8, 6.1]",0.0706206306714674
than,dev-clean,5536,43358,7,M,"[6.1, 6.3]",0.03613323210218082
symbolic,dev-clean,5536,43358,7,M,"[6.3, 6.8]",0.0774473713252703
objects,dev-clean,5536,43358,7,M,"[6.8, 7.3]",0.07537763058332254
such,dev-clean,5536,43358,7,M,"[7.3, 7.7]",0.03204169004200539
as,dev-clean,5536,43358,7,M,"[7.7, 7.8]",0.024137684559479185
paints,dev-clean,5536,43358,7,M,"[7.8, 8.2]",0.04228074998623648
and,dev-clean,5536,43358,7,M,"[8.2, 8.4]",0.025346928085740662
tobacco,dev-clean,5536,43358,7,M,"[8.4, 8.8]",0.07028848850268125
bitterly,dev-clean,6345,93302,7,F,"[0.7000000000000001, 1.0]",0.0951618185570684
embankment,dev-clean,6345,93302,7,F,"[1.6, 2.0]",0.11009573290463816
romantic,dev-clean,6345,93302,7,F,"[2.5, 2.6]",0.09202557795106672
than,dev-clean,6345,93302,7,F,"[2.6, 3.1]",0.0405448572754351
a,dev-clean,6345,93302,7,F,"[3.1, 3.3]",0.0639780497363796
railway,dev-clean,6345,93302,7,F,"[3.3, 3.6]",0.11114358975599167
carriage,dev-clean,6345,93302,7,F,"[3.6, 3.8]",0.032544491193461436
myself,dev-clean,1462,170138,4,F,"[0.1, 0.8]",0.09563988502356173
I,dev-clean,1462,170138,4,F,"[0.8, 1.0]",0.12005604166026752
always,dev-clean,1462,170138,4,F,"[1.0, 1.4]",0.13056272742970107
knew,dev-clean,1462,170138,4,F,"[1.4, 1.5]",0.11067171863598198
she,dev-clean,1462,170138,4,F,"[1.5, 1.7000000000000002]",0.03670248304420999
had,dev-clean,1462,170138,4,F,"[1.7000000000000002, 1.9]",0.07229583687031281
in,dev-clean,1462,170138,4,F,"[1.9, 2.0]",0.07766779009053909
her,dev-clean,1462,170138,4,F,"[2.0, 2.2]",0.08506036919712795
she,dev-clean,1462,170142,41,F,"[0.30000000000000004, 0.7000000000000001]",0.029540415314126062
slid,dev-clean,1462,170142,41,F,"[0.7000000000000001, 1.1]",0.0718906500871644
to,dev-clean,1462,170142,41,F,"[1.1, 1.3]",0.0540147453716803
floor,dev-clean,1462,170142,41,F,"[1.3, 1.7000000000000002]",0.057352581679670625
were,dev-clean,1462,170142,41,F,"[3.1, 3.2]",0.0893882254420686
too,dev-clean,1462,170142,41,F,"[3.2, 3.4]",0.047165957590259815
tired,dev-clean,1462,170142,41,F,"[3.4, 3.8]",0.053061141854563836
to,dev-clean,1462,170142,41,F,"[3.8, 4.0]",0.03075598620747232
any,dev-clean,1462,170142,41,F,"[4.3, 4.6]",0.04614079092027803
longer,dev-clean,1462,170142,41,F,"[4.6, 4.7]",0.05467905200693065
friend,dev-clean,7976,105575,17,M,"[1.4, 1.8]",0.023856944814586768
a,dev-clean,1919,142785,23,F,"[0.2, 0.5]",0.03792306177417814
store,dev-clean,1919,142785,23,F,"[0.5, 0.9]",0.10476315185708812
pickled,dev-clean,1919,142785,23,F,"[0.9, 1.4]",0.05419343096635427
eggs,dev-clean,1919,142785,23,F,"[1.4, 1.7000000000000002]",0.07849473056782898
will,dev-clean,1919,142785,23,F,"[1.7000000000000002, 1.8]",0.06444442568848599
very,dev-clean,1919,142785,23,F,"[2.1, 2.5]",0.08468536253080661
useful,dev-clean,1919,142785,23,F,"[2.5, 3.0]",0.062047330994278026
with,dev-clean,1919,142785,23,F,"[4.4, 4.6]",0.04494482379715626
many,dev-clean,1919,142785,23,F,"[4.6, 5.0]",0.0806616348938324
first,dev-clean,1919,142785,23,F,"[5.0, 5.4]",0.0573072156547229
and,dev-clean,1919,142785,23,F,"[5.4, 5.6]",0.05016152161430165
second,dev-clean,1919,142785,23,F,"[5.6, 5.9]",0.04927128100759938
course,dev-clean,1919,142785,23,F,"[5.9, 6.2]",0.04193395571473985
she,dev-clean,6345,93302,13,F,"[0.0, 0.5]",0.0398459015614778
said,dev-clean,6345,93302,13,F,"[0.5, 0.8]",0.16123616716261532
how,dev-clean,6345,93302,13,F,"[0.8, 1.0]",0.0331415819907224
frightfully,dev-clean,6345,93302,13,F,"[1.0, 1.5]",0.06703041130147831
cold,dev-clean,6345,93302,13,F,"[1.5, 1.7000000000000002]",0.09032941607333944
it,dev-clean,6345,93302,13,F,"[1.7000000000000002, 1.9]",0.04142353067611545
and,dev-clean,1919,142785,38,F,"[1.0, 1.7000000000000002]",0.049058578925487636
bind,dev-clean,1919,142785,38,F,"[1.7000000000000002, 2.0]",0.1472067351946364
with,dev-clean,1919,142785,38,F,"[2.0, 2.2]",0.05284887303651741
one,dev-clean,1919,142785,38,F,"[2.2, 2.4]",0.09791275922401442
or,dev-clean,1919,142785,38,F,"[2.4, 2.5]",0.08907453346287808
two,dev-clean,1919,142785,38,F,"[2.5, 2.6]",0.040573726705469146
have,dev-clean,1919,142785,38,F,"[3.6, 3.8]",0.08089598233800056
been,dev-clean,1919,142785,38,F,"[3.8, 3.9]",0.08136882017602386
previously,dev-clean,1919,142785,38,F,"[3.9, 4.2]",0.08860130802697719
beaten,dev-clean,1919,142785,38,F,"[4.2, 4.8]",0.08264976933948161
and,dev-clean,1919,142785,38,F,"[4.8, 5.0]",0.07997767332882161
strained,dev-clean,1919,142785,38,F,"[5.0, 5.5]",0.0597844909498072
Shaggy,dev-clean,1272,135031,21,M,"[1.9, 2.4]",0.051435468403450535
you,dev-clean,174,50561,19,M,"[0.30000000000000004, 0.7000000000000001]",0.010923914991139769
treatment,dev-clean,174,50561,19,M,"[1.4, 2.0]",0.013839505623978406
fanciful,dev-clean,174,50561,19,M,"[3.1, 3.7]",0.014912337375791037
boil,dev-clean,1919,142785,28,F,"[0.1, 0.6000000000000001]",0.09019713189273038
them,dev-clean,1919,142785,28,F,"[0.6000000000000001, 0.8]",0.0836991076416693
before,dev-clean,1919,142785,28,F,"[0.8, 1.1]",0.06553092633536327
they,dev-clean,1919,142785,28,F,"[1.1, 1.3]",0.09376282287922344
are,dev-clean,1919,142785,28,F,"[1.3, 1.4]",0.08843206935635685
put,dev-clean,1919,142785,28,F,"[1.4, 1.6]",0.04595500610248966
into,dev-clean,1919,142785,28,F,"[1.6, 1.9]",0.04097059634690795
the,dev-clean,1919,142785,28,F,"[1.9, 2.0]",0.051721708705017695
soup,dev-clean,1919,142785,28,F,"[2.0, 2.4]",0.05463626571327751
or,dev-clean,1919,142785,28,F,"[2.4, 2.6]",0.07929671225603027
other,dev-clean,1919,142785,28,F,"[2.6, 2.9]",0.07788080492486117
dish,dev-clean,1919,142785,28,F,"[2.9, 3.1]",0.05625165141505683
they,dev-clean,1919,142785,28,F,"[3.1, 3.6]",0.03172125948236067
just,dev-clean,1272,141231,20,M,"[0.2, 0.7000000000000001]",0.030930154902249974
thrust,dev-clean,1272,141231,20,M,"[0.7000000000000001, 1.1]",0.09102541658431863
15,dev-clean,7976,105575,10,M,"[0.2, 1.0]",0.0456344068781501
officers,dev-clean,7976,105575,10,M,"[1.0, 1.7000000000000002]",0.08829895984289972
half,dev-clean,7976,105575,10,M,"[2.4, 2.6]",0.08308391949866414
regiment,dev-clean,7976,105575,10,M,"[2.6, 3.2]",0.04971901199966945
were,dev-clean,7976,105575,10,M,"[3.2, 3.3]",0.04242271558840308
dead,dev-clean,7976,105575,10,M,"[3.3, 3.6]",0.06249976490890476
or,dev-clean,7976,105575,10,M,"[3.6, 3.7]",0.05994001039959097
let,dev-clean,8297,275154,26,M,"[0.2, 0.8]",0.05693862998001116
me,dev-clean,8297,275154,26,M,"[0.8, 0.9]",0.1258492363471471
rest,dev-clean,8297,275154,26,M,"[0.9, 1.3]",0.06850932262532762
a,dev-clean,8297,275154,26,M,"[1.3, 1.4]",0.060163423092934064
little,dev-clean,8297,275154,26,M,"[1.4, 1.6]",0.05279760974370296
he,dev-clean,8297,275154,26,M,"[1.6, 2.0]",0.02761453726549741
I'm,dev-clean,8297,275154,26,M,"[3.3, 3.5]",0.1232103091946788
not,dev-clean,8297,275154,26,M,"[3.5, 3.8]",0.1007819865613212
in,dev-clean,8297,275154,26,M,"[3.8, 3.9]",0.06485664830682167
the,dev-clean,8297,275154,26,M,"[3.9, 4.0]",0.05531797058851507
way,dev-clean,8297,275154,26,M,"[4.0, 4.1]",0.0903272193451862
all,dev-clean,174,168635,3,M,"[1.2, 1.4]",0.06482132838351518
and,dev-clean,174,168635,3,M,"[2.7, 3.3]",0.01329526132220376
he,dev-clean,174,168635,3,M,"[3.3, 3.4]",0.03715310754187416
knew,dev-clean,174,168635,3,M,"[3.4, 3.6]",0.04854828597696194
not,dev-clean,174,168635,3,M,"[3.6, 3.9]",0.08443848607768896
singular,dev-clean,174,168635,3,M,"[6.5, 7.1]",0.03956196465708438
heart,dev-clean,174,168635,3,M,"[7.9, 8.2]",0.05646638152703955
very,dev-clean,174,168635,3,M,"[10.1, 10.2]",0.08068079834343626
obscure,dev-clean,174,168635,3,M,"[10.2, 10.8]",0.046690629689531526
sweet,dev-clean,174,168635,3,M,"[11.8, 12.1]",0.026297679703527584
thing,dev-clean,174,168635,3,M,"[12.1, 12.5]",0.029943155468962045
a,dev-clean,7976,105575,29,M,"[0.1, 0.4]",0.013052774638090986
week,dev-clean,7976,105575,29,M,"[0.4, 0.7000000000000001]",0.07954442987070963
battle,dev-clean,7976,105575,29,M,"[1.2, 1.6]",0.08384529424682538
my,dev-clean,7976,105575,29,M,"[1.6, 2.0]",0.054109163080709455
horrible,dev-clean,7976,105575,29,M,"[5.4, 5.8]",0.09853833858969027
discovery,dev-clean,7976,105575,29,M,"[5.8, 6.6]",0.050205935876944836
that,dev-clean,7976,105575,29,M,"[6.6, 6.8]",0.047536866746291935
Hogs,dev-clean,7976,105575,29,M,"[6.8, 7.3]",0.1266350405408676
were,dev-clean,7976,105575,29,M,"[7.3, 7.4]",0.03119293696160963
the,dev-clean,7976,105575,29,M,"[7.8, 7.9]",0.05035488726679143
bodies,dev-clean,7976,105575,29,M,"[7.9, 8.4]",0.07369355422980932
our,dev-clean,7976,105575,29,M,"[8.4, 8.6]",0.0509082150049944
dead,dev-clean,7976,105575,29,M,"[8.6, 8.9]",0.05407937021800584
heroes,dev-clean,7976,105575,29,M,"[8.9, 9.4]",0.04461866037361209
that,dev-clean,7976,105575,29,M,"[9.4, 10.3]",0.040620844788943726
war,dev-clean,7976,105575,29,M,"[10.9, 11.2]",0.057455376698487284
he,dev-clean,8297,275154,20,M,"[0.30000000000000004, 0.8]",0.037203412291413565
his,dev-clean,8297,275154,20,M,"[2.3, 2.5]",0.05105291901073308
hand,dev-clean,8297,275154,20,M,"[2.5, 2.8]",0.05748497724714983
to,dev-clean,8297,275154,20,M,"[2.8, 3.1]",0.004579962775215486
his,dev-clean,8297,275154,20,M,"[3.1, 3.2]",0.05103039865808743
he,dev-clean,1462,170142,11,F,"[0.30000000000000004, 0.7000000000000001]",0.0716665704738473
pulled,dev-clean,1462,170142,11,F,"[0.7000000000000001, 1.0]",0.18635702419154032
window,dev-clean,1462,170142,11,F,"[1.2, 1.5]",0.14603498466279222
as,dev-clean,1462,170142,11,F,"[1.5, 1.7000000000000002]",0.0814801313318077
if,dev-clean,1462,170142,11,F,"[1.7000000000000002, 1.8]",0.02917699496375252
and,dev-clean,6345,93302,4,F,"[0.0, 0.4]",0.014511778532212468
hardly,dev-clean,6345,93302,4,F,"[1.7000000000000002, 2.0]",0.07213734697151011
curious,dev-clean,6345,93302,4,F,"[2.0, 2.5]",0.09820383846714002
at,dev-clean,6345,93302,4,F,"[2.5, 2.6]",0.05315008805889775
about,dev-clean,6345,93302,4,F,"[2.6, 2.9]",0.09072367916216588
have,dev-clean,6345,93302,4,F,"[3.3, 3.5]",0.04392674725495662
to,dev-clean,6345,93302,4,F,"[3.5, 3.7]",0.018655080159232014
say,dev-clean,6345,93302,4,F,"[3.7, 3.9]",0.07283822162515079
end,dev-clean,6345,64257,8,F,"[0.8, 1.0]",0.12048751620504705
she,dev-clean,6345,64257,8,F,"[1.3, 1.5]",0.06865673766083502
a,dev-clean,6345,64257,8,F,"[1.8, 1.9]",0.007130824567435056
place,dev-clean,6345,64257,8,F,"[1.9, 2.2]",0.04926201491945198
sister,dev-clean,174,84280,10,M,"[1.4, 2.0]",0.06947359560760047
indeed,dev-clean,174,84280,10,M,"[2.0, 3.0]",0.039664712629294094
he,dev-clean,6345,93302,24,F,"[0.2, 0.6000000000000001]",0.020179785834139596
stood,dev-clean,6345,93302,24,F,"[0.6000000000000001, 0.8]",0.17570917222517182
up,dev-clean,6345,93302,24,F,"[0.8, 0.9]",0.14967828609249512
Suddenly,dev-clean,6345,93302,24,F,"[0.9, 1.4]",0.05731072405911336
a,dev-clean,7976,105575,11,M,"[2.5, 2.6]",0.02590379439260777
with,dev-clean,7976,105575,11,M,"[4.1, 4.2]",0.020547959237106426
King,dev-clean,7976,105575,11,M,"[5.8, 6.1]",0.03783883839753238
